,f0,f1,f2,f3,f4,f6,f5,f7,f8,f9,f10,f11,f12,label
179,1464,290,447,7223,36,355,6199,1,1,0,0,0,0,1
180,3321,391,702,20767,74,1202,19701,2,0,0,0,6,9,1
181,2374,224,609,9475,109,430,8004,1,1,0,0,1,1,3
182,2456,336,289,12064,27,485,9049,2,2,0,0,2,2,1
183,1270,140,220,6525,19,271,5838,0,8,0,0,0,0,1
184,3069,381,470,12141,65,452,8048,0,1,0,0,0,1,2
185,1192,44,267,8834,35,356,8400,0,2,0,0,0,0,2
186,1377,249,316,6366,30,304,6128,2,3,0,1,0,1,1
187,1957,152,424,10771,49,566,9854,2,5,0,1,0,0,2
188,1956,130,397,10540,45,357,14296,0,1,0,0,0,0,1
189,2149,154,253,11491,38,548,11793,1,1,0,0,0,2,1
190,1252,112,168,9762,32,363,9088,2,1,0,0,0,0,1
191,225,28,17,1981,2,88,2049,4,2,0,0,0,0,1
192,1908,185,586,11191,71,256,8240,1,2,0,0,0,0,2
193,1745,271,77,14294,13,252,11003,2,1,0,0,0,0,1
194,1001,180,327,5056,29,715,3483,0,1,0,0,0,0,1
195,1786,100,288,8088,30,359,6910,3,2,0,0,0,0,2
196,2144,269,515,14574,94,1198,12654,4,2,0,0,1,0,1
197,1794,223,478,8419,39,258,9978,4,2,0,0,0,0,3
198,1879,106,182,8016,22,322,5537,0,2,0,0,0,0,1
199,685,142,243,7860,36,189,8907,0,0,1,0,0,0,1
200,594,58,56,4228,7,167,4134,3,8,4,0,0,0,2
201,1324,256,489,10237,54,665,9602,0,2,0,0,0,0,1
202,677,86,93,4379,14,93,3833,4,1,0,0,0,0,1
203,449,127,194,4403,22,109,3890,0,1,0,0,0,0,1
204,2618,364,497,11831,54,338,9382,4,1,0,0,1,0,1
205,225,10,53,942,14,34,1013,0,4,3,0,1,0,1
206,2015,269,154,9961,17,133,8620,1,1,0,0,0,0,1
207,502,42,110,5746,30,261,8304,12,4,1,0,0,0,1
208,242,8,18,1826,0,61,1745,3,4,0,1,2,0,3
209,1596,521,259,10858,30,863,10558,4,1,0,0,0,0,1
210,2511,426,240,9531,24,197,6893,7,3,0,2,0,0,1
211,1006,147,133,4669,6,245,4068,1,1,0,0,0,1,2
212,696,167,55,4157,2,343,3469,1,0,0,0,1,0,2
213,1534,385,603,16932,47,251,13034,20,80,0,0,0,0,1
214,308,14,56,2983,10,106,4186,5,1,1,0,0,2,1
215,104,0,18,1087,2,60,1488,4,4,0,0,4,0,1
216,895,138,257,6842,8,189,7345,8,1,0,1,4,0,1
217,2371,279,374,11709,39,345,9628,2,1,0,0,0,0,1
218,2498,265,786,10525,43,423,8250,3,1,0,0,2,1,1
219,2698,528,598,11895,38,458,8256,4,2,0,0,1,0,1
220,2653,330,494,22093,75,395,18638,7,1,0,0,0,0,1
221,1762,57,195,14662,53,638,21781,1,0,0,0,1,1,1
222,555,117,105,4349,12,101,3863,6,2,0,0,0,0,1
223,307,33,10,3002,2,106,3006,0,1,1,0,0,0,7
224,1316,69,200,7877,44,152,6589,14,4,0,2,0,1,1
225,1719,382,251,8489,39,81,5741,4,3,0,0,0,1,7
226,618,23,33,7428,3,291,11612,9,3,0,2,0,0,8
227,1637,47,100,8988,10,206,10379,7,1,0,0,2,1,8
228,1881,437,437,11532,35,380,11574,0,0,0,0,0,1,1
229,1888,100,350,16925,58,424,18554,7,1,0,1,0,0,8
230,767,77,344,4859,71,245,5796,0,1,0,0,2,0,1
231,3450,560,505,18000,75,614,12832,1,1,0,0,0,2,1
232,2806,509,379,14131,45,537,12730,3,1,0,1,0,0,1
233,2143,303,449,12007,85,418,11875,3,1,0,0,0,0,1
234,1472,89,154,6368,22,106,6458,0,5,0,0,0,0,1
235,3768,717,509,17486,83,905,15165,2,2,0,0,1,2,1
236,1208,84,266,5499,44,250,6993,0,0,0,0,0,1,1
237,3826,703,441,15919,69,684,18896,13,4,0,0,0,0,1
238,2709,276,427,14244,68,718,13648,0,1,0,1,0,0,1
239,438,86,149,3155,40,159,5020,0,4,0,0,0,1,1
240,1887,153,474,11558,50,302,11802,1,0,0,0,0,0,8
241,571,287,294,9550,36,126,8139,9,5,0,0,2,1,1
242,1252,219,95,5935,6,135,4777,0,2,0,0,0,0,1
243,2643,341,501,10649,38,787,8986,2,1,0,0,0,0,1
244,1000,133,258,6102,49,196,6249,4,2,0,0,1,0,1
245,1305,105,247,12519,22,261,11263,0,3,0,0,0,0,1
246,269,28,93,1464,6,69,1880,1,1,0,0,0,0,1
247,552,30,103,3338,4,100,2536,4,5,0,0,0,0,1
248,235,19,57,962,8,20,977,2,1,0,0,3,0,1
249,4445,320,337,21569,45,888,15850,4,1,0,0,1,1,1
250,2118,92,354,4975,83,119,9995,0,1,2,0,0,0,1
251,67,12,44,883,8,18,1515,1,2,0,0,0,0,1
252,436,13,265,3139,23,54,3667,3,2,0,0,0,0,1
253,321,38,46,1541,12,49,1726,1,1,0,0,0,0,1
254,389,58,84,2183,14,55,2449,10,7,0,0,1,0,1
255,798,25,192,4651,21,172,5477,3,1,0,0,0,0,1
256,2950,284,1061,16733,100,459,18097,1,1,0,0,0,0,1
257,144,7,47,1531,4,50,1480,11,7,0,0,0,1,1
258,979,176,117,5035,15,86,4167,2,1,0,0,0,0,1
259,194,15,43,1711,10,31,3063,12,3,0,1,0,0,1
260,1309,89,175,5932,19,96,4465,1,1,0,0,0,0,1
261,2570,334,593,13213,82,219,9316,1,2,0,0,2,0,2
262,1274,153,194,9134,16,316,6345,6,4,0,0,0,0,7
263,4692,687,736,23258,75,840,16690,1,1,0,0,0,1,1
264,142,20,135,1548,21,64,1365,2,2,0,0,0,0,1
265,273,43,138,2704,25,104,2226,4,3,0,1,0,0,1
266,358,94,133,2854,19,85,2093,1,1,0,0,0,0,1
267,1412,378,249,11218,38,234,10255,1,1,0,0,0,0,1
268,1110,25,185,8141,19,280,14115,3,0,0,0,1,0,8
269,1492,333,251,8428,52,520,9020,2,2,0,0,1,0,1
270,1855,118,365,9867,38,464,7001,9,10,0,0,0,0,1
271,158,10,36,982,3,71,1324,4,3,0,0,0,2,1
272,243,0,37,1015,8,56,1275,1,1,0,0,2,0,1
273,2888,571,558,12289,54,783,9086,0,2,0,0,0,0,1
274,272,47,81,1210,20,73,1171,2,2,0,0,0,0,1
275,1933,282,318,12278,24,370,7132,1,0,0,0,0,1,1
276,238,22,132,1459,19,50,2138,14,6,0,2,4,0,1
277,159,31,101,1407,24,43,2061,7,2,0,2,2,0,1
278,283,41,212,2736,34,87,3588,0,1,0,0,0,0,1
279,282,61,93,1288,14,44,1451,8,1,0,0,1,0,1
280,283,66,125,1942,21,62,2078,10,3,0,0,1,0,1
281,3053,572,780,16522,74,350,15471,1,2,0,0,0,0,1
282,1803,203,269,11011,42,981,13931,6,2,0,0,3,2,1
283,1102,165,418,14495,60,486,13099,1,1,1,0,0,1,1
284,1472,96,200,9125,34,328,10680,0,1,0,0,0,0,1
285,3248,304,204,13470,17,1066,12791,2,1,0,0,0,0,1
286,2593,645,349,15687,49,832,12392,0,1,0,0,0,0,1
287,2330,156,328,11643,21,595,9112,2,1,0,0,2,0,2
288,1750,133,367,6202,23,151,5420,1,0,0,1,0,0,1
289,1668,584,988,15497,98,608,11225,4,2,0,0,1,0,1
290,1294,53,602,11305,56,290,16753,7,4,0,0,1,0,1
291,2965,202,192,11823,14,800,10432,1,2,0,0,0,0,1
292,1548,242,170,11833,34,404,11089,2,2,0,0,1,0,1
293,2581,122,338,8641,50,459,7459,1,1,0,0,0,1,2
294,3660,445,292,14947,33,763,12978,0,1,0,0,0,0,2
295,2112,88,338,14618,101,444,18885,18,12,3,6,3,1,1
296,1482,126,251,10866,45,413,11513,0,2,0,0,2,0,1
297,4536,437,510,17667,92,718,15936,0,0,1,0,0,0,1
298,983,144,140,10366,14,395,6825,5,5,1,0,1,0,1
299,1696,11,123,3112,12,136,2697,0,1,0,0,0,0,2
300,1820,329,357,8712,21,382,6100,10,3,0,0,0,0,1
301,2929,132,546,21215,55,569,18190,2,1,0,0,0,0,1
302,1875,209,227,9755,33,320,9000,1,1,0,1,0,0,2
303,379,18,22,921,2,53,529,6,1,0,0,0,0,1
304,593,67,175,3408,10,73,2691,0,0,1,0,0,0,1
305,2216,104,288,9667,35,335,6558,8,6,0,2,2,0,1
306,1154,52,177,11330,14,597,16316,1,3,0,0,0,0,8
307,2187,163,448,8844,53,206,8666,2,1,0,0,0,0,2
308,1276,86,263,10472,30,386,9444,0,1,0,0,0,0,1
309,1893,459,169,11449,16,790,10444,2,2,0,0,1,1,1
310,2622,278,250,16236,44,959,12834,1,2,0,0,1,0,1
311,3428,473,333,24071,38,1072,18916,16,7,0,1,1,3,1
312,1974,277,371,7854,21,356,5868,1,2,0,0,0,0,1
313,1236,199,202,8549,30,446,7555,0,1,0,0,0,0,1
314,2852,287,373,19848,51,590,14261,3,2,0,0,0,0,1
315,4232,509,501,28739,46,908,19005,0,2,0,0,0,0,1
316,1518,121,294,6721,42,126,9514,0,0,0,0,0,0,1
317,1336,195,477,10438,88,510,9790,0,2,1,0,0,0,1
318,1735,102,233,9846,35,252,8006,8,2,0,1,1,0,1
319,956,186,380,8594,40,219,7208,4,2,0,0,0,0,1
320,2454,97,232,9286,40,183,7835,0,4,0,0,0,0,1
321,997,77,149,6793,38,125,11478,9,2,0,1,0,0,8
322,3462,879,952,21023,78,1188,14773,0,7,0,0,0,0,1
323,1263,49,673,13349,85,463,13118,4,2,0,0,2,0,2
324,1218,115,328,6982,51,432,5669,4,4,0,0,0,0,1
325,1230,119,354,8387,49,592,8851,4,4,0,0,1,3,1
326,973,52,302,7207,34,332,7207,1,1,0,0,0,0,1
327,2001,303,108,8093,17,566,8798,0,1,0,0,0,0,1
328,1900,444,698,11079,168,521,10583,6,2,0,0,1,0,1
329,2581,478,519,11286,66,963,11466,4,5,0,0,0,0,1
330,943,227,165,7419,21,211,6978,11,16,0,2,1,0,1
331,1277,146,200,7338,28,373,7136,1,1,0,1,0,0,1
332,2739,173,355,10654,90,613,13073,3,3,0,0,0,1,1
333,1377,121,57,5072,6,503,4341,5,2,0,0,0,0,1
334,1478,131,357,11028,55,230,11464,2,1,0,0,0,0,1
335,1619,386,276,10591,14,444,9830,1,2,0,0,0,0,1
336,2022,189,341,9263,62,330,8155,6,3,0,0,2,0,1
337,1691,493,426,10691,52,442,9634,4,5,0,1,0,1,1
338,359,65,140,2028,30,107,2130,1,2,0,0,0,0,1
339,2604,337,473,10930,43,739,8788,0,1,0,0,1,0,1
340,1018,23,203,5522,22,167,6610,1,9,0,0,1,0,1
341,1671,97,378,5697,53,361,7033,2,1,0,0,0,0,1
342,2389,383,143,10782,12,317,9946,4,1,0,0,1,0,1
343,1176,436,594,10059,36,444,6651,4,1,0,0,0,0,1
344,4447,375,350,12375,51,1110,10798,1,3,0,0,0,0,1
345,342,191,171,5736,9,145,6534,24,6,0,1,3,0,1
346,122,28,73,1353,10,42,1376,11,1,0,0,2,0,1
347,4743,402,1438,26558,101,604,19282,3,3,0,0,1,0,1
348,2586,381,406,11056,41,405,9465,2,8,1,0,1,0,1
349,2851,406,785,21064,59,533,16232,3,6,0,0,0,0,1
350,2271,107,417,10308,67,597,10107,4,6,0,0,0,0,1
351,1275,76,169,6753,21,323,6066,0,1,0,1,0,0,1
352,1323,112,141,4981,10,78,3515,2,1,0,0,0,0,1
353,1171,112,159,5435,41,200,7370,0,2,0,0,0,0,1
354,531,5,146,5998,42,186,9906,10,3,0,1,1,0,1
355,1118,190,132,5995,21,151,6050,2,2,0,0,1,0,1
356,2892,393,509,11646,43,478,9270,6,4,0,2,1,0,1
357,4634,23,294,14543,20,584,13721,3,1,0,0,0,0,1
358,2202,303,831,17969,59,546,14529,1,2,0,0,1,0,1
359,2737,580,546,19697,47,806,17926,4,2,0,1,0,0,1
360,4943,538,420,18133,36,451,15345,7,4,0,1,0,0,1
361,2611,1153,545,23337,54,1025,17662,3,4,0,0,0,0,1
362,2241,387,256,11818,32,148,8319,3,1,0,0,2,1,8
363,491,16,102,3897,22,261,9992,474,105,0,67,5,0,1
364,1305,304,263,9432,38,324,7464,2,3,0,0,0,0,1
365,2496,102,316,7463,46,264,6697,0,1,0,0,0,1,1
366,3199,104,174,14579,29,320,17005,3,3,0,0,0,1,1
367,3009,376,288,15583,57,343,15729,6,2,0,0,2,0,1
368,1635,103,329,9142,34,394,10512,1,1,1,0,0,0,1
369,3697,836,766,15826,47,396,9186,0,5,0,0,0,1,1
370,408,91,42,2746,3,99,3165,21,8,0,1,2,0,1
371,2062,340,502,11578,61,496,12976,0,2,0,0,0,0,1
372,718,31,178,5061,31,240,5986,2,1,0,0,0,0,1
373,798,273,132,6988,28,176,6305,5,1,0,0,0,0,1
374,526,100,314,2825,35,61,3175,3,1,0,0,0,0,1
375,1631,285,152,7792,14,80,6731,2,1,0,0,0,0,1
376,1726,252,565,14782,86,778,12772,0,1,0,0,0,0,2
377,1344,148,165,4333,37,459,4710,2,2,0,0,0,0,1
378,1611,128,227,8072,30,170,8067,8,8,0,1,0,0,1
379,2454,158,221,12217,42,632,10853,0,1,0,0,0,0,1
380,1506,245,572,13089,77,1075,15206,6,3,0,0,1,0,1
381,673,81,79,3164,9,58,2967,2,1,0,0,0,1,1
382,545,56,202,5179,38,308,6655,3,3,0,0,0,0,1
383,970,58,126,3302,25,145,3687,2,3,0,0,3,0,1
384,1703,1031,674,21135,37,883,20161,0,2,0,0,0,0,1
385,703,30,91,6941,24,406,8467,5,6,0,3,5,1,1
386,2281,185,421,10055,35,355,7306,1,2,0,0,0,0,1
387,1527,827,703,14042,45,698,10534,6,1,1,1,0,0,1
388,1053,174,278,9820,58,522,7853,1,1,0,1,0,0,1
389,1515,506,349,10977,31,638,14967,2,3,0,0,1,0,1
390,1011,21,110,4289,24,312,10833,2,1,0,0,1,0,1
391,1780,505,317,7347,22,187,4271,3,1,0,1,1,0,1
392,2021,115,312,8321,24,566,8293,2,1,0,0,0,0,2
393,1932,232,247,8907,18,190,7059,1,2,0,0,0,0,8
394,2084,124,396,15616,77,372,18560,2,4,0,0,0,0,1
395,118,6,60,923,7,54,1208,0,1,0,0,0,0,8
396,1539,173,592,15921,47,689,13984,10,8,0,0,3,0,1
397,1059,71,170,8183,20,167,8537,0,0,0,0,1,1,1
398,560,15,63,3565,13,233,5399,12,1,5,0,4,0,1
399,543,31,69,4312,8,218,6409,0,4,0,0,0,0,1
400,1987,265,288,13938,34,581,12810,3,1,0,0,1,1,2
401,2165,197,497,21433,63,907,26835,0,1,0,0,0,0,1
402,873,27,184,5280,24,178,4881,2,4,0,0,1,0,1
403,2406,159,452,22169,48,931,27800,0,0,0,0,0,1,1
404,3065,357,417,15150,67,432,12277,0,2,0,0,0,0,1
405,1546,84,284,9486,25,253,8130,1,3,0,0,1,0,2
406,404,54,79,3524,19,101,4482,0,2,0,0,1,0,1
407,3495,800,714,22792,55,843,17427,14,10,0,3,5,0,1
408,764,252,371,10155,35,672,10111,10,2,0,0,0,0,1
409,1376,97,181,8215,16,201,7034,4,1,0,1,1,0,1
410,1682,412,1258,13879,87,883,15235,13,5,0,1,0,2,8
411,1793,432,331,8176,39,303,5085,3,2,0,0,0,0,1
412,772,153,299,5299,34,267,7311,5,2,1,2,0,0,1
413,1185,36,245,11456,41,237,10352,0,0,1,0,1,0,1
414,2414,41,208,17808,54,292,24042,0,1,0,0,0,0,1
415,1807,312,250,12814,35,781,10818,2,3,0,0,0,1,1
416,1355,137,128,7533,13,217,8365,18,10,0,2,3,0,8
417,2628,90,257,14325,45,178,17110,0,1,0,0,0,0,8
418,262,24,110,3701,23,177,6033,15,7,0,4,2,0,1
419,2475,120,200,19679,29,406,18945,0,1,0,0,2,0,1
420,1455,65,141,10201,11,223,9080,1,1,0,0,0,0,1
421,2192,139,276,8474,54,166,7141,2,2,0,0,1,0,2
422,719,59,42,2928,3,222,2815,7,5,0,0,0,0,1
423,2662,415,1192,15683,160,284,12306,0,1,0,0,0,2,1
424,4370,197,450,25901,45,713,24210,4,2,0,1,0,0,1
425,1882,583,302,13111,31,371,12327,1,1,0,0,1,1,1
426,2303,91,84,6866,4,275,5005,4,0,0,1,0,1,1
427,2245,119,222,13557,28,518,13153,19,1,1,6,7,1,1
428,3673,84,163,11878,16,449,9601,2,1,0,0,1,0,1
429,1438,374,204,9535,38,264,9340,2,0,0,0,0,1,1
430,1511,104,262,11716,21,323,9693,1,0,0,0,0,1,2
431,643,69,199,6126,23,90,6594,0,1,0,0,0,0,2
432,3272,123,426,23473,81,459,26867,7,3,0,1,1,1,1
433,648,100,277,5331,26,369,5460,0,3,0,0,1,0,1
434,1841,391,356,11616,44,586,8835,2,1,0,0,0,0,1
435,3027,412,368,15633,57,543,11730,5,4,1,0,3,0,1
436,546,72,179,2906,23,62,3323,1,0,0,0,0,0,1
437,1619,153,281,8109,50,344,7733,1,2,0,0,1,0,1
438,3106,63,235,13386,40,364,15785,5,2,0,2,0,0,1
439,3174,86,263,14947,53,401,16647,4,2,0,2,1,0,1
440,839,160,94,4347,19,209,4525,2,2,0,0,0,0,1
441,4599,615,455,15680,73,1019,14836,2,1,0,1,2,4,1
442,1323,84,336,5606,35,257,5347,1,1,0,1,0,0,3
443,3108,93,337,17424,57,558,18645,1,1,0,0,0,0,1
444,2644,149,296,15018,42,260,11907,2,0,0,0,1,1,1
445,4614,188,463,27138,53,648,23246,1,1,1,0,0,0,1
446,2614,566,527,14356,59,544,10779,0,0,0,0,0,0,1
447,364,4,51,2358,5,114,2252,0,2,0,0,0,0,2
448,2212,598,874,19289,73,288,13684,0,1,0,0,0,0,1
449,1255,297,443,9824,64,587,9414,1,2,0,0,1,0,1
450,1311,136,438,6890,75,240,7718,0,1,0,0,0,0,1
451,2639,182,419,13148,74,886,7960,1,2,0,0,0,0,1
452,1618,270,354,7742,38,401,10834,0,1,0,0,0,0,1
453,2198,278,569,10908,94,530,10551,0,1,0,0,0,0,1
454,1631,227,334,7536,62,285,7241,0,1,3,2,3,0,9
455,1614,231,180,9077,23,499,10020,2,2,0,0,0,0,1
456,418,20,52,3648,9,55,3219,216,259,0,0,21,0,1
457,2099,430,216,10779,20,238,7708,0,2,0,0,0,0,1
458,1750,458,453,13079,56,842,11368,2,0,1,0,0,0,1
459,2748,564,572,13696,68,243,9816,1,1,0,0,0,0,2
460,1899,131,991,7431,98,87,6841,3,4,0,0,3,2,2
461,2563,66,300,9890,56,435,10006,1,1,1,0,1,0,1
462,2506,110,161,8971,12,296,6300,2,1,0,0,0,0,1
463,4351,223,336,17570,23,490,14598,6,2,0,0,0,1,1
464,2657,134,180,12942,16,669,12152,4,3,0,1,2,3,1
465,0,0,0,0,0,0,0,4,3,0,1,2,3,1
466,2735,601,345,13508,31,330,9289,0,1,0,0,0,0,1
467,3100,328,255,13425,39,189,8166,8,1,0,0,0,0,1
468,1633,189,251,8514,37,415,9238,2,1,0,0,0,0,1
469,4051,170,301,16080,16,441,13136,3,2,0,0,0,0,1
470,6092,176,478,19155,42,559,15281,1,1,0,0,0,0,1
471,4927,176,429,16151,30,572,12777,6,1,0,1,0,0,1
472,2874,201,302,9742,42,403,9279,1,1,0,1,0,0,2
473,2838,505,630,12367,108,475,11153,2,1,0,0,0,0,1
474,2755,108,450,12605,61,262,10597,4,2,0,1,0,0,1
475,2896,375,603,19587,75,521,19369,0,0,0,0,5,4,1
476,2075,78,155,8462,9,269,7250,0,1,0,0,0,1,1
477,3789,404,371,15555,56,390,16509,0,0,0,0,0,0,1
478,3103,155,622,10508,78,401,8373,1,3,0,0,1,0,3
479,2497,373,508,11025,95,153,10736,4,7,0,0,0,1,1
480,988,102,168,5001,26,173,3717,2,3,0,0,0,0,1
481,3452,354,636,21817,96,854,25081,7,3,0,3,0,0,1
482,922,64,159,6012,15,253,6294,1,3,0,2,0,0,1
483,4986,140,437,16979,41,548,13825,1,1,1,0,0,0,1
484,1149,149,377,11996,62,278,14023,4,2,0,0,3,0,1
485,798,108,365,6942,65,517,8483,10,10,0,2,6,0,4
486,1788,291,359,10194,33,505,8699,0,3,0,0,0,0,7
487,339,29,48,3811,8,56,3213,6,1,1,0,1,1,1
488,1727,130,228,8370,18,383,8496,0,2,0,0,0,0,1
489,1115,163,269,10534,42,452,10151,4,3,0,0,0,0,1
490,1539,152,293,9873,21,465,10967,17,8,1,18,1,1,1
491,81,4,9,648,5,17,693,16,6,0,0,4,0,1
492,3749,78,279,11343,33,357,11033,3,1,0,0,0,0,1
493,2952,61,233,9077,13,319,7162,2,1,0,1,0,0,2
494,3568,561,918,12957,104,830,11011,0,3,0,0,0,1,1
495,2113,183,270,12764,25,523,11945,1,5,0,0,1,0,2
496,1000,107,248,5897,27,242,5696,2,2,0,0,0,0,1
497,3598,229,603,22755,70,937,23342,0,0,0,0,2,2,1
498,2713,178,260,13445,36,451,14499,5,4,0,1,1,0,1
499,1795,220,386,10629,31,528,7662,0,1,0,0,0,0,2
500,435,5,89,4427,14,115,4997,4,2,0,1,0,0,1
501,150,14,55,4102,6,56,4051,0,1,0,0,0,0,1
502,440,23,35,3582,4,45,3532,8,3,0,2,0,0,1
503,2790,119,657,6990,75,242,5959,2,3,0,0,1,0,2
504,1120,38,174,5688,24,275,6669,1,0,0,0,0,1,2
505,497,30,33,3817,3,63,3463,1,1,0,0,0,0,1
506,1021,41,103,5308,20,99,5380,4,3,0,0,0,2,1
507,465,51,40,3217,5,144,3263,2,1,0,0,0,0,2
508,817,50,271,8818,41,547,7309,6,6,0,2,0,0,1
509,423,34,103,3548,16,90,4784,10,2,0,1,0,0,1
510,339,31,87,2510,12,73,4481,8,1,0,1,0,0,1
511,1735,414,173,11579,34,516,10481,0,1,0,0,0,0,1
512,1309,83,496,5576,77,192,5846,2,1,0,0,0,2,3
513,644,47,106,4024,18,141,3650,4,4,0,1,1,2,1
514,2311,162,274,11288,25,547,10098,0,0,0,0,0,0,2
515,2284,129,107,8463,17,470,8978,61,21,1,3,2,0,1
516,2159,235,288,10210,51,410,6777,0,2,0,0,0,0,2
517,2126,78,141,9380,46,170,11979,4,1,0,0,0,0,1
518,2548,469,324,8963,34,413,7050,3,1,0,0,1,0,1
519,4628,320,385,16386,40,847,11587,5,2,0,1,0,0,1
520,2382,128,167,8563,11,579,6487,0,0,0,0,0,1,2
521,1109,34,108,9233,8,319,6645,0,0,1,0,0,0,1
522,2890,180,392,18600,65,313,14916,3,2,0,0,2,0,1
523,2046,81,251,12546,36,270,10067,5,3,0,0,0,0,1
524,1764,136,248,7995,21,429,7932,2,4,0,0,0,0,2
525,731,75,133,3402,22,61,3046,4,3,0,0,0,0,1
526,1626,296,757,10532,110,468,10700,6,1,0,0,2,0,1
527,1303,218,288,10010,42,268,9141,0,0,0,0,0,1,1
528,1897,284,471,11788,58,527,9250,1,1,0,0,0,0,7
529,2469,318,472,12674,64,277,9405,3,3,0,0,1,0,2
530,2109,46,153,14341,16,664,18156,3,2,0,0,0,1,1
531,1272,42,63,8050,11,225,7512,5,2,0,2,3,0,1
532,3252,406,308,16493,40,778,13505,4,3,0,0,0,0,1
533,953,125,103,6925,11,267,6375,2,1,0,0,0,0,2
534,1237,162,249,6619,42,512,7070,0,1,0,0,0,0,1
535,1032,173,169,6727,20,608,7123,4,2,0,0,0,0,1
536,1126,241,331,8238,34,536,8036,13,12,0,2,4,2,1
537,144,3,43,2483,4,24,2882,4,2,0,1,0,0,1
538,1075,82,152,12358,20,202,13950,38,11,0,9,4,0,1
539,3306,149,312,17656,36,226,19258,2,1,0,0,1,0,8
540,2971,267,206,14014,37,535,11952,0,2,0,0,0,0,2
541,1608,204,294,9764,27,252,8297,7,5,0,0,4,0,2
542,666,77,166,4168,33,128,4682,0,1,0,0,0,0,1
543,614,11,109,6563,14,211,7546,1,2,0,0,0,0,4
544,4281,192,297,15083,31,583,11399,1,0,1,0,0,0,1
545,6159,177,481,19382,42,563,15481,1,1,0,0,0,0,1
546,1540,72,79,12087,13,230,15105,9,2,0,2,0,0,8
547,1204,95,131,6790,35,183,8899,0,5,0,0,0,0,1
548,2515,479,426,16056,35,462,15737,0,3,0,0,0,0,1
549,3039,68,401,7945,54,426,11590,0,1,0,0,0,0,1
550,3209,441,920,16763,109,358,12213,1,1,0,1,0,0,2
551,860,130,284,9521,32,369,16986,1,4,0,0,0,0,1
552,1673,163,353,8615,35,439,8237,1,1,0,1,0,0,1
553,1748,39,173,6474,30,365,5499,1,2,0,1,1,1,1
554,2037,362,245,14899,43,436,13487,3,1,0,0,1,0,1
555,526,48,64,3555,7,122,4926,1,1,0,0,0,0,1
556,2051,455,1012,18719,85,264,12489,5,5,0,0,1,0,1
557,1075,116,250,7808,14,232,5557,2,2,0,0,0,0,5
558,1337,26,326,5470,19,273,5090,5,6,0,0,0,0,2
559,2258,97,286,12635,21,465,11356,4,11,0,0,3,0,2
560,1923,81,447,10201,74,380,12305,0,0,0,0,0,2,1
561,4203,247,635,13573,99,686,15251,2,0,0,0,0,2,1
562,2779,483,264,14022,54,457,16172,7,4,0,0,1,0,1
563,2465,337,327,14518,78,123,13001,10,6,0,0,1,0,1
564,872,41,249,8483,51,339,13740,0,1,0,0,0,0,1
565,812,46,204,8125,35,269,13969,0,1,0,0,0,0,1
566,5645,880,336,22362,19,1241,17421,1,1,0,1,1,1,7
567,2817,189,195,9329,16,305,6909,0,2,1,0,0,0,1
568,861,204,461,5667,86,351,7498,0,1,0,0,0,0,1
569,2765,88,195,9114,24,574,8141,3,7,0,0,0,0,2
570,773,66,218,11099,56,352,17240,0,1,0,0,3,0,1
571,3323,368,275,13802,49,378,12485,3,2,0,0,0,1,1
572,745,142,78,4186,6,142,3832,8,3,0,0,1,0,1
573,3951,222,383,13566,50,709,12129,1,1,0,0,0,0,2
574,3163,454,266,17293,35,370,14635,1,2,0,0,3,0,1
575,1413,225,114,6521,21,383,5420,1,1,0,0,0,0,1
576,1010,228,414,11922,49,311,17359,1,1,0,0,2,0,1
577,1739,487,410,12965,85,349,13046,1,2,1,0,0,0,1
578,1232,36,74,8142,12,257,5967,0,1,0,0,1,0,1
579,2054,195,251,6605,37,208,5160,0,2,0,0,0,0,1
580,2190,158,377,11154,42,648,12180,1,4,0,0,1,0,8
581,1937,162,305,10495,59,852,12499,0,1,0,0,0,0,1
582,1712,51,145,8086,29,434,9361,1,3,0,0,0,0,1
583,5840,296,313,23717,23,632,20198,3,1,0,1,0,0,1
584,2087,149,256,12158,20,516,9277,0,0,0,0,0,0,2
585,2094,34,178,13575,20,497,14976,0,1,0,1,0,0,1
586,1175,68,159,8425,29,262,7372,9,3,0,0,1,0,8
587,2601,382,559,14404,70,281,9526,3,5,1,0,2,0,1
588,1830,214,453,8865,34,680,9193,2,0,0,0,0,0,3
589,1675,554,444,12613,78,287,13160,7,5,0,0,2,0,1
590,1556,85,264,7514,49,518,7539,2,1,0,2,0,0,2
591,553,265,171,4807,13,86,3984,13,7,0,0,1,2,1
592,2705,425,555,14402,49,543,13402,28,2,0,1,2,0,1
593,2339,99,581,7455,76,350,7025,2,2,0,0,0,0,5
594,72,8,47,641,7,40,941,1,1,0,0,0,0,1
595,421,65,68,4534,9,97,3428,1,1,0,0,0,0,1
596,1037,91,112,6949,9,139,5602,6,4,0,0,3,0,1
597,1210,185,64,8958,6,428,7933,0,1,0,0,0,0,1
598,1733,80,636,8978,115,240,9817,1,1,0,0,0,0,2
599,1512,271,682,11658,67,353,11259,10,2,1,0,0,1,1
600,2409,105,210,10596,36,766,7791,7,0,1,0,0,0,7
601,1885,555,407,11408,52,798,10241,2,5,1,0,0,2,1
602,5739,1010,840,20101,87,705,18957,1,1,0,0,0,0,1
603,84,15,10,357,4,14,365,2,1,0,0,0,0,1
604,1040,171,173,6502,13,259,5412,2,5,0,0,1,0,1
